id,name,ROE_2022,ROE_2021,ROE_2020,ROE_2019,ROE_2018,asset_liability_2022,asset_liability_2021,asset_liability_2020,asset_liability_2019,asset_liability_2018
1282,三联锻造,15.93,14.99,16.77,14.99,,50.78,50.94,42.27,41.66,
600626,申达股份,-5.98,1.27,-27.99,1.98,4.85,68.1,62.82,69.42,62.58,63.41
2328,新朋股份,10.35,14.55,5.66,4.3,4.11,37.31,37.89,35.0,25.01,25.25
2190,成飞集成,1.34,1.40,4.65,30.32,-10.94,27.51,21.79,24.39,20.53,48.16
2516,旷达科技,5.76,5.56,6.24,3.92,5.55,14.94,15.2,12.9,12.81,11.83
605255,天普股份,2.99,4.40,9.44,6.52,25.02,7.58,14.07,9.5,13.36,9.04
300733,西菱动力,2.77,1.60,0.71,1.87,6.2,43.25,43.93,34.35,25.61,20.98
300652,雷迪克,9.46,9.77,7.12,8.39,11.97,18.09,30.23,25.9,47.12,48.55
600676,交运股份,0.49,0.21,-3.58,2.18,5.71,29.52,32.35,29.02,31.23,32.05
603319,湘油泵,11.33,13.91,19.20,12.29,13.36,42.88,44.29,44.97,54.97,44.42
603758,秦安股份,6.91,3.88,12.50,4.92,-2.66,16.65,13.82,11.11,7.01,6.36
600218,全柴动力,3.37,6.14,8.18,4.87,2.06,44.11,48.71,50.46,49.63,44.95
300611,美力科技,-4.38,2.85,6.32,2.73,2.99,45.42,50.76,44.81,43.25,35.4
300969,恒帅股份,17.14,18.88,23.37,29.82,23.26,22.12,16.76,28.35,24.71,35.06
2536,飞龙股份,3.69,6.40,5.84,3.09,11.57,47.73,46.94,44.04,45.98,40.8
603922,金鸿顺,-1.14,1.83,0.73,-8.23,5.0,17.51,16.02,14.59,25.91,30.64
2593,日上集团,1.24,5.06,4.01,4.26,4.32,53.07,52.19,54.22,51.24,51.76
600480,凌云股份,5.66,5.75,2.16,-1.62,6.99,52.67,59.97,57.35,53.92,56.45
603006,联明股份,10.48,10.20,10.39,6.5,11.31,24.84,26.73,28.85,32.16,36.17
301133,金钟股份,6.34,8.77,12.12,15.64,20.97,26.36,21.33,25.2,21.4,20.7
605333,沪光股份,0.04,-0.14,11.76,20.09,24.32,66.87,74.31,59.53,67.43,63.08
301397,溯联股份,28.13,25.40,26.58,14.91,10.6,37.37,39.92,39.82,37.24,21.62
688280,精进电动-UW,-21.83,-60.50,-51.67,-46.41,-12.37,46.81,40.52,64.67,44.41,63.47
570,苏常柴Ａ,2.51,3.86,2.40,1.21,2.86,35.68,36.28,42.0,38.93,41.76
2510,天汽模,4.07,-10.62,-35.39,3.4,8.58,64.63,61.04,61.98,54.0,54.33
603040,新坐标,15.19,15.18,17.47,17.91,16.42,11.3,11.67,11.27,10.48,10.97
2920,德赛西威,20.21,16.74,11.73,7.13,10.86,52.44,46.64,38.5,33.55,30.02
603085,天成自控,-28.04,2.75,7.63,-72.71,3.71,61.72,59.83,57.95,76.99,57.14
600698,湖南天雁,-3.59,1.12,1.33,2.22,-16.69,28.31,28.97,38.75,38.04,57.87
300863,卡倍亿,19.37,14.14,12.91,21.46,27.72,66.98,69.21,51.45,52.1,54.25
30,富奥股份,6.75,11.44,12.94,13.77,14.53,44.49,42.72,42.78,42.31,38.98
603655,朗博科技,2.9,4.79,4.49,4.71,6.4,6.6,6.92,6.32,5.51,6.49
603701,德宏股份,1.49,5.32,8.96,8.32,17.24,24.73,22.35,27.49,27.73,23.55
605018,长华集团,4.3,7.87,12.72,15.69,19.06,22.84,22.4,19.75,24.55,28.61
603190,亚通精工,12.47,16.85,24.07,18.07,25.11,54.62,53.33,54.14,53.24,63.04
1319,铭科精技,7.89,15.12,20.79,23.49,16.45,21.12,38.32,35.34,47.94,56.98
603121,华培动力,-0.75,6.01,5.29,9.47,14.96,46.3,26.85,30.32,21.28,21.53
2239,奥特佳,1.65,-2.57,-5.78,1.95,0.77,53.59,48.06,40.92,35.3,37.97
300507,苏奥传感,15.72,7.63,9.88,6.91,9.59,18.77,17.93,17.02,15.83,16.32
603949,雪龙集团,4.19,12.97,18.37,26.36,30.79,6.4,7.79,10.72,14.73,22.77
603037,凯众股份,8.88,9.52,9.63,9.65,15.84,19.67,13.71,9.73,9.97,13.29
603035,常熟汽饰,13.01,10.84,11.41,10.11,14.36,45.69,45.26,48.67,58.87,44.92
2725,跃岭股份,0.25,0.69,-0.68,3.47,5.01,19.82,23.53,24.74,15.24,20.51
688071,华依科技,7.52,18.02,21.92,54.68,19.15,61.04,51.89,63.66,65.5,88.68
605228,神通科技,3.08,6.91,12.80,14.22,20.4,33.4,30.64,48.81,53.09,60.36
603982,泉峰汽车,-8.34,7.35,8.01,6.86,10.41,54.66,47.47,30.1,30.86,51.09
903,云内动力,-25.92,1.26,4.00,3.42,4.12,67.08,60.75,61.62,55.44,54.88
603730,岱美股份,13.92,10.63,10.35,17.85,17.29,26.76,24.12,28.93,29.03,35.36
603768,常青股份,5.23,3.33,4.34,1.44,4.67,55.12,53.36,51.33,53.92,41.97
300580,贝斯特,11.21,10.51,11.01,11.58,12.04,37.35,34.32,32.07,18.02,18.38
603023,威帝股份,0.58,0.88,2.22,3.53,11.29,5.55,3.17,2.69,13.21,22.95
603767,中马传动,2.9,4.32,3.84,5.28,3.97,20.91,25.86,26.62,24.15,23.08
300680,隆盛科技,7.23,11.40,8.85,5.61,0.96,40.87,43.45,38.27,40.95,36.85
300473,德尔股份,-53.08,1.09,-19.70,2.88,7.51,64.81,54.25,57.37,53.99,58.93
603586,金麒麟,9.15,-2.43,7.56,9.5,4.2,22.07,27.09,16.86,22.05,25.21
603788,宁波高发,5.91,7.63,9.59,9.4,11.5,15.13,14.23,15.59,14.66,14.1
2906,华阳集团,9.48,8.12,5.15,2.18,0.48,39.74,35.57,28.24,26.78,25.15
2434,万里扬,5.51,-13.09,9.65,6.62,5.77,44.49,46.22,42.25,42.81,38.24
300742,*ST越博,-950.79,-94.43,2.40,-118.27,2.24,107.36,89.97,75.45,82.41,54.9
3033,征和工业,16.49,8.70,25.03,26.7,23.36,37.66,31.67,31.86,36.38,41.59
2553,南方精工,4.05,17.52,45.74,6.03,12.66,13.67,14.99,15.0,12.63,10.04
887,中鼎股份,9.47,10.40,5.49,6.91,13.98,46.97,49.69,52.51,50.59,47.56
2406,远东传动,2.11,6.95,10.62,10.45,11.46,23.37,24.42,21.31,28.1,13.06
2921,联诚精密,2.14,8.53,9.39,6.75,6.81,43.81,49.32,43.75,44.14,45.03
831278,泰德股份,6.14,12.68,12.57,11.27,13.19,27.25,36.88,32.57,32.92,37.96
603161,科华控股,1.56,-3.67,1.61,6.53,8.96,66.76,68.92,67.23,62.03,62.27
605005,合兴股份,12.53,14.49,18.91,15.31,15.57,19.36,20.17,25.0,27.84,38.69
301357,北方长龙,22.71,42.17,59.70,61.02,34.61,44.94,45.93,39.16,47.25,57.55
1260,坤泰股份,16.26,19.04,26.26,21.07,14.56,40.12,41.16,35.46,38.48,41.06
605208,永茂泰,4.62,12.87,15.00,12.4,12.65,38.2,31.2,44.62,45.93,44.88
600523,贵航股份,4.42,5.74,5.81,5.59,5.18,16.31,15.07,14.67,14.65,22.56
601689,拓普集团,15.02,10.35,8.29,6.25,11.01,55.8,43.15,35.47,34.09,33.53
603013,亚普股份,13.73,14.39,15.27,12.3,12.71,35.32,38.77,44.19,50.93,49.38
600148,长春一东,-1.7,8.51,12.65,4.69,8.85,41.89,48.91,54.74,50.24,51.28
301005,超捷股份,7.89,14.37,33.40,21.63,27.89,23.54,12.08,31.75,29.81,32.52
837663,明阳科技,29.23,24.90,24.86,21.27,25.43,40.9,39.49,43.56,31.63,19.19
603390,通达电气,-6.46,-0.56,2.54,15.93,24.83,15.56,19.08,16.32,18.06,39.52
603089,正裕工业,6.56,6.06,13.16,9.37,13.62,47.68,45.49,34.99,37.79,43.86
603178,圣龙股份,7.26,13.68,8.60,-28.68,4.63,39.27,42.07,63.94,67.32,57.66
603009,北特科技,2.96,4.30,2.06,-8.18,3.58,48.91,49.1,52.54,48.5,41.11
2101,广东鸿图,9.57,6.42,3.46,0.61,7.58,42.77,33.31,39.38,40.85,42.37
603286,日盈电子,-3.7,2.29,3.20,6.03,5.16,59.0,46.95,36.86,41.88,31.22
301298,东利机械,8.25,14.22,10.27,14.68,13.16,16.45,31.59,36.18,37.83,40.04
2662,京威股份,12.53,3.17,3.62,-50.88,1.79,24.31,30.69,38.57,47.83,40.08
603048,浙江黎明,1.62,13.53,20.24,15.78,14.49,20.73,15.81,33.95,39.44,50.0
2863,今飞凯达,5.6,7.04,5.56,5.66,6.88,67.53,65.95,65.04,76.31,76.39
300100,双林股份,3.41,7.09,5.07,-42.09,-2.05,62.84,60.73,67.42,71.02,63.68
700,模塑科技,19.51,-7.69,-0.12,3.81,0.46,68.0,72.28,67.01,69.7,68.53
300745,欣锐科技,-2.5,2.79,-29.86,2.48,9.01,60.03,44.82,42.55,28.49,38.08
2284,亚太股份,2.55,1.64,0.62,-3.62,0.28,58.34,53.7,51.23,54.44,51.7
2813,路畅科技,0.84,1.36,22.93,-72.91,2.57,29.07,34.37,29.33,72.43,59.01
300926,博俊科技,13.95,9.28,13.21,14.35,16.09,58.66,47.26,41.79,57.8,53.32
600933,爱柯迪,13.52,6.84,10.15,11.21,12.8,43.43,29.35,21.38,22.27,20.08
301225,恒勃股份,23.44,27.76,27.56,19.86,5.42,36.34,39.73,52.77,63.18,68.45
300176,派生科技,1.18,-5.12,2.27,-37.77,30.28,58.63,52.43,50.73,57.27,52.82
300585,奥联电子,2.83,5.96,6.46,4.5,9.81,20.54,23.59,36.0,36.64,40.49
300978,东箭科技,5.55,9.18,15.70,19.95,13.91,42.23,43.47,26.37,23.82,39.36
2708,光洋股份,-17.81,-5.48,3.48,0.81,-6.18,54.14,46.25,44.46,34.44,35.24
301020,密封科技,7.64,15.11,28.84,24.17,35.66,19.59,19.84,36.03,35.61,29.71
603239,浙江仙通,12.63,14.30,10.97,9.92,12.54,19.98,27.95,17.44,16.72,15.58
301160,翔楼新材,14.09,20.87,13.99,14.05,17.52,21.78,34.79,36.79,34.12,28.11
300258,精锻科技,7.63,5.59,7.17,9.02,14.64,38.03,33.08,28.79,37.71,32.61
301170,锡南科技,12.54,12.46,22.95,29.53,33.08,26.25,25.71,25.87,52.95,41.92
605088,冠盛股份,14.98,8.22,9.34,16.9,15.91,45.77,43.66,39.35,48.62,52.42
603335,迪生力,-6.72,5.51,10.22,1.61,2.41,60.31,39.45,23.25,28.34,24.94
300643,万通智控,15.01,17.92,8.20,4.66,7.8,30.33,38.39,51.14,52.63,18.29
605068,明新旭腾,5.4,9.51,27.69,34.22,26.08,42.07,33.95,20.01,34.96,38.44
603348,文灿股份,8.29,3.70,3.48,3.49,7.3,58.55,54.18,53.92,42.31,29.19
2454,松芝股份,2.51,3.06,7.02,5.41,5.52,40.55,40.77,37.73,35.78,39.3
603926,铁流股份,5.39,12.95,13.49,9.99,8.73,37.74,42.68,41.87,44.22,40.18
1278,一彬科技,16.55,17.52,26.75,21.46,17.67,67.57,67.65,67.72,81.56,82.86
1311,多利科技,27.23,31.52,16.01,20.95,19.73,47.21,46.99,49.78,31.2,46.44
603211,晋拓股份,7.6,13.30,17.15,17.6,15.17,32.47,50.48,47.92,46.51,50.58
2085,万丰奥威,14.5,6.49,10.27,9.19,14.11,53.94,55.75,52.99,45.87,48.93
2997,瑞鹄模具,11.3,10.14,14.04,28.52,24.35,63.22,57.88,56.31,69.64,75.19
2448,中原内配,5.67,7.48,5.95,3.3,11.39,35.06,39.88,40.75,35.8,33.84
301499,维科精密,11.3,10.63,9.27,14.15,17.44,42.67,45.57,50.5,43.07,32.52
603809,豪能股份,10.99,11.12,10.65,7.83,10.7,55.19,49.68,41.82,30.79,31.97
603596,伯特利,18.11,16.21,18.69,19.16,19.06,47.17,44.09,36.99,43.11,42.45
603997,继峰股份,-36.24,2.87,-5.88,8.29,4.93,75.57,69.16,73.64,72.0,69.73
301072,中捷精工,4.56,7.23,9.46,11.51,13.35,27.99,20.18,23.65,25.23,29.94
678,襄阳轴承,-12.91,-4.41,-7.97,1.03,-4.9,59.72,55.25,55.65,52.99,54.36
300816,艾可蓝,-1.31,8.82,18.22,41.74,48.85,55.29,52.59,32.75,48.16,55.81
603158,腾龙股份,6.48,6.55,13.72,12.15,11.69,47.37,45.51,52.25,48.42,33.92
301181,标榜股份,10.72,28.41,41.20,38.38,22.68,9.81,22.6,36.11,44.05,35.27
301192,泰祥股份,9.18,12.87,18.31,29.44,39.19,5.81,4.83,6.83,11.49,12.94
300694,蠡湖股份,3.84,-1.53,3.72,9.05,11.16,35.04,39.47,34.46,39.51,43.67
300912,凯龙高科,-29.52,-11.03,13.20,9.53,17.09,49.01,41.66,36.56,52.3,49.58
301007,德迈仕,7.79,10.26,14.48,11.06,20.66,33.35,27.96,46.34,48.17,49.47
688326,经纬恒润-W,5.88,10.29,9.79,-18.07,7.89,40.22,66.28,65.76,77.9,83.09
300928,华安鑫创,3.64,4.37,13.14,16.63,16.03,4.08,4.47,15.66,17.43,12.42
300304,云意电气,5.6,10.35,9.57,7.25,7.58,21.59,20.58,22.72,22.55,12.43
2715,登云股份,-29.06,1.34,3.06,0.76,2.13,61.04,49.32,30.75,30.89,37.64
300428,立中集团,9.13,9.72,10.84,17.88,20.5,64.93,63.27,58.89,48.96,55.53
605319,无锡振华,4.55,6.22,9.48,10.51,11.38,43.85,43.44,55.22,55.74,51.16
301119,正强股份,11.95,10.92,12.96,14.44,18.49,20.28,10.27,17.63,19.57,17.85
300707,威唐工业,7.32,6.60,4.80,5.76,13.61,44.67,39.18,39.98,25.35,22.99
2355,兴民智通,-31.58,-25.07,-14.84,0.43,-9.77,46.59,42.22,40.32,38.85,40.38
603786,科博达,10.93,9.90,14.59,22.14,30.02,18.73,13.27,16.04,14.62,28.31
600178,东安动力,4.29,3.65,1.77,0.56,0.3,55.8,57.63,52.68,52.51,45.87
601279,英利汽车,1.58,4.26,5.22,5.01,11.23,47.55,42.34,47.83,46.13,49.06
688612,威迈斯,33.47,16.07,1.39,9.45,29.71,74.16,68.38,63.12,55.96,53.89
2590,万安科技,3.69,1.14,3.37,6.91,-1.77,57.6,48.97,45.52,44.93,47.19
301488,豪恩汽电,35.24,48.21,52.80,20.7,-24.7,64.49,67.27,77.33,81.23,86.36
300375,鹏翎股份,3.96,3.35,-3.18,6.78,7.46,28.98,25.58,25.91,24.91,35.54
601799,星宇股份,11.59,14.64,21.76,17.16,14.55,35.62,34.14,48.2,42.89,39.72
600303,ST曙光,-14.4,-16.79,1.86,1.61,-4.3,44.8,39.82,38.91,47.81,52.55
980,众泰汽车,-30.42,0.00,-1104.64,-93.46,4.63,65.71,56.98,139.01,68.74,45.88
601127,赛力斯,-39.8,-30.70,-31.55,1.24,1.96,79.16,75.86,78.61,73.76,73.0
2594,比亚迪,16.14,3.73,7.43,2.62,4.96,75.42,64.76,67.94,68.0,68.81
800,一汽解放,1.5,15.37,10.75,7.06,8.61,58.22,62.39,61.77,65.48,56.34
601238,广汽集团,7.93,8.42,7.27,8.46,14.97,35.67,39.95,39.32,39.99,41.02
600104,上汽集团,5.84,9.19,8.02,10.53,15.67,66.03,64.14,66.28,64.58,63.63
550,江铃汽车,10.28,5.87,5.13,1.42,0.83,66.36,67.54,61.02,56.8,55.62
600841,动力新科,-18.13,10.81,7.55,5.37,3.64,64.01,59.71,75.31,49.04,47.0
572,海马汽车,-54.5,3.07,-31.39,1.75,-28.57,52.76,44.53,51.82,46.67,49.58
601633,长城汽车,12.66,11.26,9.58,8.45,10.27,64.82,64.58,62.77,51.9,52.87
600006,东风汽车,3.52,4.69,7.27,6.08,8.0,52.04,58.27,59.87,59.11,61.99
600066,宇通客车,5.15,4.06,3.11,11.35,14.3,51.34,52.3,53.64,51.79,54.47
625,长安汽车,13.07,6.53,7.13,-5.86,1.45,56.9,58.74,54.78,54.99,50.63
951,中国重汽,1.55,7.50,24.68,17.75,14.98,57.55,57.79,74.55,67.23,68.86
957,中通客车,3.77,-8.24,0.86,1.22,1.33,71.58,74.09,73.57,77.31,77.86
868,安凯客车,-164.83,-66.92,20.94,8.28,-120.86,97.7,91.29,88.08,90.38,93.63
600418,江淮汽车,-10.97,1.50,1.10,0.82,-5.91,70.12,65.78,66.96,68.75,71.1
600733,北汽蓝谷,-65.14,-43.95,-45.83,0.53,0.44,79.89,70.1,73.91,70.15,63.03
301039,中集车辆,9.18,8.29,11.48,14.4,17.0,39.86,43.13,47.3,45.29,52.01
600213,亚星客车,-97.73,10.29,-165.80,8.37,7.21,91.88,97.19,97.47,94.71,94.73
600166,福田汽车,0.62,-39.09,1.01,1.26,-20.82,71.68,78.54,70.74,71.39,74.17
600686,金龙汽车,-12.63,-16.36,-0.40,4.22,3.69,83.87,80.55,73.36,78.23,80.78
601777,力帆科技,1.51,0.55,1.88,-91.61,3.46,43.48,35.91,37.5,85.4,72.94
593,德龙汇能,4.48,4.91,3.57,4.39,-18.32,47.08,48.98,50.05,50.35,43.28
600333,长春燃气,-4.77,1.16,0.78,0.46,-3.28,66.02,62.69,61.43,61.67,62.39
603318,水发燃气,4.14,4.06,2.51,-12.48,0.43,58.46,50.05,52.71,45.17,51.8
600956,新天绿能,11.97,17.58,11.46,12.83,13.72,67.47,66.81,70.84,67.88,68.34
600635,大众公用,-3.96,3.52,6.23,6.78,6.42,59.39,58.4,58.19,59.01,60.26
300483,首华燃气,1.38,2.33,0.05,5.0,1.4,41.39,45.65,39.62,40.94,47.58
968,蓝焰控股,11.44,6.73,2.81,13.56,19.39,54.4,59.25,57.42,49.78,50.75
600917,重庆燃气,8.28,9.91,8.70,9.88,9.01,47.58,43.67,47.02,46.55,48.3
603053,成都燃气,11.83,13.08,11.65,19.57,21.76,38.65,39.66,43.77,46.31,56.07
605368,蓝天燃气,18.24,15.47,18.92,20.27,20.51,40.69,43.46,50.01,54.3,54.8
600681,百川能源,10.3,13.38,11.75,16.49,24.16,51.08,50.13,45.29,48.99,48.25
603689,皖天然气,9.67,8.47,9.19,10.61,9.03,49.13,45.09,28.53,27.97,28.27
600903,贵州燃气,0.86,6.03,7.39,7.5,7.34,64.16,62.58,63.17,64.57,65.71
2267,陕天然气,9.6,6.74,5.85,7.71,7.2,49.31,48.92,51.93,48.97,50.59
407,胜利股份,5.68,4.34,5.83,5.7,4.61,56.75,57.07,57.03,55.26,57.41
831010,凯添燃气,9.32,12.57,14.48,22.5,15.35,36.04,48.42,39.31,46.31,40.29
1299,美能能源,11.78,16.21,18.14,18.81,14.23,24.09,33.51,36.3,39.56,41.2
603393,新天然气,18.99,31.03,13.75,17.73,16.6,30.01,30.82,34.97,33.36,34.72
2700,ST浩源,11.7,-24.97,-19.61,6.44,6.98,24.53,26.82,18.31,15.04,14.52
669,ST金鸿,-24.54,-0.70,1.38,-70.85,-47.7,79.21,74.82,63.97,84.9,75.2
605090,九丰能源,17.67,14.17,32.44,20.4,10.86,36.5,23.49,38.16,38.03,54.08
300332,天壕能源,9.56,5.70,1.63,1.35,2.42,55.1,54.48,57.02,55.02,55.77
600803,新奥股份,33.43,31.09,16.70,18.36,17.29,62.14,63.98,67.8,62.42,60.29
600617,国新能源,1.76,1.05,-17.43,0.92,1.22,86.79,86.98,86.19,85.31,84.6
601139,深圳燃气,9.65,11.32,11.55,10.47,11.72,59.7,58.74,51.2,50.18,50.91
2911,佛燃能源,13.53,16.88,14.38,13.55,14.71,56.54,59.85,54.27,47.02,43.65
605169,洪通燃气,9.51,12.43,15.45,28.22,30.71,25.7,24.37,19.47,34.47,24.67
421,南京公用,2.11,3.48,8.32,3.93,5.72,74.04,71.29,64.95,70.52,69.75
603706,东方环宇,8.67,10.07,8.81,10.01,12.03,35.58,32.99,36.28,17.8,17.5
603080,新疆火炬,7.42,8.30,6.32,7.97,9.15,28.94,38.01,35.19,30.67,23.36
300435,中泰股份,10.43,10.21,8.92,7.56,8.64,39.74,35.52,33.37,26.73,42.57
2259,ST升达,-75.89,60.18,154.03,-509.7,-11.26,74.4,87.15,93.47,67.01,42.38
300803,指南针,22.69,14.66,8.14,15.95,21.12,60.6,37.32,31.67,27.69,40.41
603383,顶点软件,12.82,11.34,9.50,11.81,12.18,22.85,22.65,20.03,14.89,16.04
301316,慧博云通,12.43,13.57,27.01,22.54,15.84,24.3,25.8,28.77,53.37,57.73
688318,财富趋势,4.91,9.43,10.73,20.34,18.31,5.9,5.15,4.71,9.94,10.13
300333,兆日科技,-16.64,3.25,-2.44,1.5,1.46,2.97,5.03,7.3,3.99,6.62
837592,华信永道,15.08,14.94,-12.77,12.15,16.13,21.13,22.44,22.47,22.07,35.4
300085,银之杰,-13.99,-23.27,1.53,0.36,2.67,39.72,39.75,33.94,34.39,36.6
301218,华是科技,4.92,19.50,20.86,23.2,18.43,27.96,52.81,51.9,61.2,65.29
300033,同花顺,25.55,33.59,38.37,24.93,20.23,19.74,23.81,26.99,23.8,19.15
830799,艾融软件,14.96,14.46,19.04,25.25,36.01,49.89,49.91,15.09,43.38,22.4
300377,赢时胜,2.04,9.09,0.49,4.96,6.54,10.15,10.42,7.76,9.6,11.69
301208,中亦科技,15.78,25.48,22.15,25.01,26.01,26.24,42.28,48.93,50.02,55.15
300380,安硕信息,-16.46,2.50,0.14,7.08,7.0,50.78,39.68,40.67,25.63,30.45
4,国华网安,-91.55,-42.35,4.54,2.97,-17.0,38.73,14.62,6.83,6.02,47.8
601519,大智慧,-5.43,1.04,4.90,0.41,7.67,30.7,32.29,23.22,28.4,28.97
3029,吉大正元,-2.46,11.09,14.49,13.48,14.42,24.03,25.18,25.58,34.25,36.88
688588,凌志软件,10.89,11.78,20.14,23.83,16.52,7.53,7.56,7.84,13.82,14.17
300663,科蓝软件,1.84,3.37,7.12,6.47,6.09,55.69,48.91,49.06,48.57,47.57
301315,威士顿,19.79,22.73,25.50,22.91,14.18,25.79,27.06,28.77,34.25,36.92
688327,云从科技-UW,-53.4,-45.55,-44.25,-83.53,-38.39,44.73,56.14,39.78,34.27,66.95
301172,君逸数码,14.78,16.10,26.20,26.51,30.66,42.76,53.32,50.55,61.55,56.26
300925,法本信息,9.76,11.42,25.69,29.57,31.96,44.02,30.85,26.33,37.6,40.54
300465,高伟达,-11.44,19.62,-73.82,10.71,9.25,54.13,52.9,70.01,43.84,49.11
300773,拉卡拉,-35.31,23.12,18.79,19.47,22.93,67.92,59.23,56.79,55.15,41.79
300348,长亮科技,1.5,8.27,14.48,10.16,4.5,39.71,36.64,32.27,31.73,31.96
2280,联络互动,-81.6,-23.15,4.97,-91.11,-10.63,86.8,80.37,73.27,72.49,57.48
688118,普元信息,0.14,4.09,3.23,12.91,18.31,14.71,14.29,10.23,11.54,29.32
2268,电科网安,5.9,5.09,3.65,3.48,2.78,30.63,28.62,27.2,22.73,28.38
688060,云涌科技,1.74,5.54,14.00,31.31,26.51,9.96,6.18,6.3,19.11,30.34
600570,恒生电子,17.36,30.11,31.57,37.16,19.83,42.52,48.55,49.48,41.46,45.07
300561,汇金科技,1.15,2.14,2.59,2.99,3.84,9.09,10.58,12.16,14.73,13.34
834415,恒拓开源,1.38,4.56,6.16,13.16,9.99,13.43,15.27,17.42,38.47,42.49
300386,飞天诚信,-6.89,-2.65,3.43,5.01,7.79,9.14,10.13,6.9,7.86,12.46
600588,用友网络,2.0,10.19,14.74,18.29,10.27,46.86,54.26,49.57,52.71,49.73
688631,莱斯信息,12.39,15.32,17.76,7.85,22.42,70.03,67.66,71.91,79.73,66.08
2987,京北方,13.22,12.34,20.52,32.13,18.45,17.85,18.41,15.17,29.19,30.57
3007,直真科技,4.72,-8.16,11.51,20.77,18.99,18.17,19.42,15.59,23.51,21.24
300454,深信服,2.6,4.02,16.56,19.74,22.37,36.63,33.29,32.57,36.2,33.03
301185,鸥玛软件,5.2,15.28,13.68,16.45,33.06,2.39,11.53,5.26,4.15,3.87
300253,卫宁健康,2.15,7.45,12.54,11.66,10.57,34.46,30.99,22.17,23.65,22.72
600728,佳都科技,-4.75,5.64,1.75,15.4,7.92,51.38,47.26,47.42,49.86,51.46
2298,中电兴发,-18.68,4.28,6.85,6.7,4.04,41.22,34.68,37.29,35.6,29.21
300550,和仁科技,-7.67,3.13,6.21,7.07,7.68,27.02,23.62,27.99,33.9,40.9
300542,新晨科技,8.6,9.59,10.61,8.36,6.28,52.85,45.8,33.79,36.1,46.06
603927,中科软,23.93,23.43,22.15,27.4,29.82,59.6,61.98,62.38,60.52,71.66
688111,金山办公,13.64,14.34,13.64,22.6,26.84,27.03,25.37,19.04,11.33,27.06
300249,依米康,-5.07,4.76,-23.64,0.41,4.93,67.42,72.94,73.5,65.2,66.05
839790,联迪信息,7.55,14.26,17.02,27.55,24.38,7.9,13.85,11.77,11.87,14.08
2230,科大讯飞,3.38,10.93,10.97,8.22,6.94,48.73,44.78,47.77,41.62,46.34
835305,云创数据,-1.7,10.37,15.64,26.92,24.99,32.09,33.84,40.98,28.13,30.85
2439,启明星辰,8.88,13.51,14.91,17.06,16.89,25.91,24.6,28.3,36.66,26.05
2279,久其软件,5.04,-13.38,7.12,4.58,-49.49,33.99,62.79,57.85,60.67,64.4
2065,东华软件,3.63,4.31,5.65,6.2,8.86,48.36,47.29,46.92,42.98,42.08
688507,索辰科技,10.74,15.32,11.31,-5.99,,27.37,22.41,37.6,19.72,
688369,致远互联,6.53,9.49,8.50,19.72,25.53,24.8,30.11,28.12,26.98,58.91
688435,英方软件,9.84,9.96,17.66,15.74,-12.26,13.85,12.09,10.87,19.77,24.08
300468,四方精创,2.77,5.68,6.66,9.52,6.88,7.55,8.15,6.9,7.93,14.51
300075,数字政通,6.98,6.34,6.05,5.74,5.55,19.47,20.0,23.32,23.93,29.4
835508,殷图网联,2.93,3.54,9.07,15.65,17.32,17.69,14.91,19.04,12.95,17.73
603990,麦迪科技,3.02,3.83,5.66,9.68,12.26,16.61,16.45,18.42,33.29,34.03
2153,石基信息,-10.06,-0.06,-0.79,4.4,6.83,14.73,15.54,13.5,14.54,13.06
2421,达实智能,8.08,-17.32,10.67,-11.24,6.74,68.36,68.31,60.18,55.16,50.83
832171,志晟信息,-5.22,14.16,18.96,26.94,27.17,25.61,25.98,44.55,48.21,31.74
688570,天玛智控,29.03,32.35,33.07,28.27,,40.55,46.36,44.17,57.38,
688561,奇安信-U,0.57,-5.63,-4.71,-12.11,-26.98,27.54,26.5,19.33,29.55,36.93
300311,任子行,-0.12,-8.62,0.63,-26.61,-1.77,45.13,46.7,42.24,41.09,48.54
301330,熵基科技,9.39,13.20,17.86,23.77,21.8,15.34,32.37,33.19,35.88,39.82
603232,格尔软件,-0.63,5.87,6.44,10.75,11.02,21.3,26.67,18.12,22.28,14.07
688651,盛邦安全,18.71,23.96,28.91,29.83,42.82,26.96,26.68,24.97,40.21,25.56
301179,泽宇智能,10.9,32.33,38.03,37.59,29.22,23.6,24.18,55.77,65.73,49.22
837748,路桥信息,22.09,20.33,25.46,20.21,2.63,57.25,52.46,66.08,69.57,66.03
430090,同辉信息,-14.28,9.07,11.64,20.19,5.76,34.13,34.72,47.26,51.77,54.37
300810,中科海讯,1.24,1.13,2.10,14.91,20.05,11.37,8.29,10.58,9.11,18.42
300352,北信源,-11.41,-22.36,1.14,0.99,3.84,42.83,38.87,23.87,19.61,12.12
2528,英飞拓,-61.46,-46.88,2.31,2.02,4.22,72.43,61.85,50.9,42.09,32.73
503,国新健康,-11.29,-20.13,-22.21,1.44,-14.32,35.46,33.97,25.65,4.63,4.9
688777,中控技术,16.44,13.79,19.21,25.8,28.14,59.3,55.73,50.91,63.51,67.96
688244,永信至诚,8.41,10.00,17.19,0.86,2.02,10.81,19.36,28.8,37.83,39.84
688152,麒麟信安,22.84,45.65,59.55,43.1,26.58,9.86,28.2,54.06,42.31,75.39
