公司代码,公司名称,2022年ROE,2021年ROE,2020年ROE,2019年ROE,2018年ROE,2022年资产负债率,2021年资产负债率,2020年资产负债率,2019年资产负债率,2018年资产负债率
2846,英联股份,-5.31,4.04,10.18,12.83,7.71,70.67,63.59,52.04,48.07,45.67
688041,海光信息,8.49,6.41,-1.16,-3.97,-6.73,16.89,40.12,38.19,49.94,40.59
688372,伟测科技,19.83,18.04,12.51,9.91,10.55,29.71,42.72,33.77,40.71,50.56
688153,唯捷创芯,1.85,-8.25,-17.85,-17.45,-20.79,9.30,46.12,53.33,59.50,38.29
688458,美芯晟,8.10,11.29,-8.83,-14.86,,9.04,9.67,27.21,23.83,
688595,芯海科技,0.28,10.46,20.33,18.58,14.14,35.49,11.62,16.05,21.34,27.01
688107,安路科技,3.84,-7.42,-1.96,20.08,-12.09,14.43,12.76,26.93,22.56,50.22
300661,圣邦股份,29.95,36.92,22.73,18.25,12.84,20.55,21.14,19.73,19.57,17.49
688047,龙芯中科,1.96,18.80,7.10,45.25,2.68,10.94,30.02,31.81,24.70,45.28
688052,纳芯微,5.70,51.62,28.19,-20.83,6.84,5.28,33.91,26.08,22.04,25.74
688002,睿创微纳,8.43,14.74,22.28,12.79,27.61,31.40,22.64,17.35,7.93,15.55
688478,晶升股份,6.91,17.25,21.76,--,,14.71,12.59,23.62,52.34,
603893,瑞芯微,10.35,24.05,15.32,12.69,13.48,13.35,15.63,16.83,16.86,13.18
688391,钜泉科技,25.69,38.67,26.57,18.87,4.29,8.67,27.29,23.47,25.71,20.18
688536,思瑞浦,7.79,15.57,21.37,52.52,-14.99,8.81,7.74,3.40,23.42,25.71
688120,华海清科,16.23,27.98,21.45,--,-530.01,38.79,73.31,58.98,80.10,102.95
603501,韦尔股份,5.80,33.06,29.06,10.17,4.94,48.56,49.18,49.11,54.48,49.49
688766,普冉股份,4.24,30.58,26.06,23.62,32.04,17.55,4.58,17.33,23.28,65.23
688396,华润微,14.04,15.48,10.34,8.03,10.61,21.78,21.14,28.62,36.69,49.76
688259,创耀科技,6.75,49.00,77.98,85.07,32.82,32.39,79.39,57.95,49.23,46.08
300672,国科微,5.49,21.12,5.91,6.26,5.64,52.93,57.05,58.04,40.48,38.20
688018,乐鑫科技,5.36,11.52,6.47,18.32,36.04,12.30,14.37,10.30,6.68,17.55
688798,艾为电子,-1.46,18.76,29.22,31.55,16.05,25.24,16.27,63.87,56.35,45.56
688012,中微公司,7.94,11.09,12.11,6.71,7.48,22.72,16.69,24.68,21.43,40.09
300613,富瀚微,19.86,23.02,7.09,7.53,5.52,27.23,28.05,8.21,11.17,13.04
688325,赛微微电,4.47,52.82,39.90,7.20,7.73,3.23,23.38,25.29,23.65,22.30
688256,寒武纪-U,-23.40,-13.53,-8.39,-39.28,-12.50,14.39,14.44,12.01,6.68,83.21
1270,铖昌科技,12.37,25.92,17.05,37.46,50.07,3.77,7.07,8.71,19.39,25.92
688380,中微半导,3.04,85.23,36.27,18.37,31.82,5.38,13.34,15.16,40.57,49.05
688213,思特威-W,-2.52,16.43,11.12,826.53,819.72,38.36,40.13,20.29,102.00,118.33
300458,全志科技,7.39,19.30,9.05,6.23,5.70,16.93,19.55,14.97,14.34,12.81
300671,富满微,-7.33,35.29,11.92,6.43,10.27,33.76,19.34,37.07,42.87,36.68
688008,澜起科技,14.18,9.93,14.39,17.66,37.11,7.10,6.34,4.15,5.80,13.51
688270,臻镭科技,5.66,24.04,38.16,5.81,-117.18,3.70,8.31,8.82,29.92,19.12
603160,汇顶科技,-9.07,10.18,23.06,43.93,19.72,17.49,18.95,18.72,17.96,23.16
603290,斯达半导,15.30,24.71,17.31,27.23,24.90,19.45,9.51,18.81,35.34,40.55
605358,立昂微,8.91,20.09,12.28,8.77,13.22,47.03,34.39,60.59,58.82,52.08
600460,士兰微,15.30,32.83,1.98,0.43,5.12,52.30,48.51,54.20,52.45,48.40
688620,安凯微,7.12,11.61,4.03,8.77,,26.35,27.41,27.28,35.79,
688249,晶合集成,26.91,21.55,-28.93,-27.94,-26.33,53.44,68.38,54.24,66.33,52.67
2049,紫光国微,31.06,31.94,17.71,10.15,9.56,36.23,37.10,34.86,34.48,33.62
300327,中颖电子,22.99,30.32,21.08,20.82,20.50,24.94,22.07,18.54,17.30,15.84
2371,北方华创,12.96,11.94,8.51,8.01,6.83,53.04,44.62,59.40,55.59,62.49
688981,中芯国际,10.00,10.30,6.50,4.30,2.00,33.89,29.56,30.77,37.94,38.18
688699,明微电子,0.67,46.79,28.06,27.00,19.49,11.23,10.54,9.69,25.06,25.80
603986,兆易创新,14.38,19.44,10.64,16.96,22.25,8.77,12.55,8.68,15.35,33.68
430139,华岭股份,11.32,21.87,16.46,12.39,11.67,10.27,17.84,25.30,26.50,22.73
688508,芯朋微,6.09,14.45,12.19,20.40,22.14,14.52,7.29,7.46,14.53,26.04
688141,杰华特,13.55,23.51,--,--,--,27.95,20.03,32.37,91.07,137.11
688409,富创精密,12.19,12.90,14.76,-8.33,1.93,28.18,56.00,37.16,49.77,45.52
688512,慧智微-U,-20.42,-66.02,-70.28,-39.17,,10.43,9.93,60.51,61.19,
600360,华微电子,1.79,3.65,1.10,2.30,4.85,52.99,52.55,52.08,45.96,49.01
670,盈方微,25.90,13.35,-242.67,-237.18,-60.64,82.41,84.51,88.48,154.54,22.01
300623,捷捷微电,10.50,17.88,12.00,13.32,12.86,44.50,31.40,15.21,8.48,13.48
600171,上海贝岭,9.88,20.32,16.46,8.44,5.54,15.05,14.57,14.22,10.84,9.86
688601,力芯微,14.10,24.17,22.73,15.67,10.70,8.35,12.51,22.53,27.56,25.20
688608,恒玄科技,2.06,7.15,31.51,23.12,1.86,7.02,7.15,4.66,17.25,47.13
688234,天岳先进,-3.46,4.13,-80.74,--,--,10.48,15.12,13.57,67.77,101.30
600584,长电科技,14.19,16.42,10.02,0.71,-9.15,37.47,43.39,58.52,62.37,64.29
688220,翱捷科技-U,-3.58,-41.52,-168.14,--,--,10.22,53.29,26.54,40.41,21.13
688469,中芯集成-U,-27.48,-25.55,-46.21,-26.79,,72.52,65.74,44.47,50.35,
300046,台基股份,1.90,4.79,5.15,-29.25,9.95,7.79,6.90,16.14,24.14,14.73
2079,苏州固锝,14.57,10.06,5.16,5.78,6.00,19.43,20.52,19.57,15.74,14.92
688432,有研硅,14.71,9.21,11.25,18.44,33.96,11.37,22.51,34.57,27.11,20.95
688200,华峰测控,18.47,18.58,11.22,28.65,42.06,6.89,10.07,5.96,13.29,17.63
603068,博通集成,-12.48,2.88,2.67,26.61,33.28,11.00,13.13,8.71,21.03,19.10
688484,南芯科技,25.63,38.72,-4.50,-12.14,,53.38,13.82,10.42,18.79,
300456,赛微电子,-1.46,5.58,6.83,4.52,6.16,21.11,21.52,25.05,19.35,42.46
688439,振华风光,16.32,35.70,43.51,32.89,24.00,11.91,50.16,66.42,59.95,61.91
688099,晶晨股份,16.65,23.88,4.02,9.24,28.98,15.92,22.72,20.69,15.68,31.60
688230,芯导科技,5.61,32.49,60.02,55.01,56.74,1.88,2.82,33.51,48.82,53.03
688146,中船特气,18.26,21.99,21.83,23.93,,19.46,20.97,36.91,54.84,
688589,力合微,9.64,5.74,6.13,18.03,10.81,21.08,22.35,11.08,30.16,36.45
2119,康强电子,8.63,17.16,9.44,10.91,10.46,35.72,46.46,46.90,50.72,51.81
300077,国民技术,-1.71,16.28,0.94,9.17,-93.57,52.95,41.84,46.74,46.00,62.91
688209,英集芯,11.31,26.71,19.30,13.28,45.44,6.25,15.75,9.33,22.30,30.35
688138,清溢光电,7.98,3.75,6.63,11.53,12.55,26.46,21.32,17.32,15.43,22.73
688711,宏微科技,8.59,14.83,13.83,6.71,4.95,42.82,31.56,45.30,54.11,47.77
2185,华天科技,4.89,14.04,8.70,4.30,7.07,38.01,40.07,39.79,38.18,48.77
688332,中科蓝讯,7.01,30.13,60.09,198.99,-12.30,4.36,9.04,12.86,26.24,106.79
688361,中科飞测-U,2.09,10.17,12.02,-155.35,-58.84,65.57,48.76,23.81,33.72,40.73
300373,扬杰科技,18.98,16.71,13.89,9.16,8.02,33.17,29.22,26.46,25.25,27.82
688049,炬芯科技,3.09,14.81,6.73,20.87,20.86,4.41,5.89,15.32,20.68,41.65
688037,芯源微,13.36,9.20,6.31,12.48,14.80,39.75,54.24,34.79,18.93,42.09
688689,银河微电,7.49,14.32,12.85,11.02,12.56,32.57,22.72,28.78,27.66,27.82
688172,燕东微,4.46,8.49,1.17,-2.55,,18.52,21.19,30.00,18.85,
2156,通富微电,4.50,9.51,4.96,0.31,2.12,59.13,59.33,52.83,59.76,53.45
605111,新洁能,18.77,30.99,18.49,18.80,33.72,13.48,18.77,17.06,29.24,23.33
603933,睿能科技,4.57,8.07,2.44,2.91,11.37,40.05,41.19,28.95,26.58,30.38
688403,汇成股份,9.19,10.71,-0.96,-94.43,-39.16,9.14,31.62,34.71,87.18,81.09
1309,德明利,8.24,19.73,20.10,20.32,55.09,44.69,51.68,45.26,33.15,63.15
688368,晶丰明源,-12.06,41.24,5.76,21.47,34.52,39.33,31.96,21.57,17.46,35.57
688123,聚辰股份,20.57,7.25,11.71,25.73,24.01,7.48,7.28,6.14,6.19,17.26
688381,帝奥微,12.29,37.88,18.43,2.01,-6.23,1.56,11.50,9.50,11.49,7.30
3026,中晶科技,2.55,17.59,21.74,20.76,26.02,38.60,29.18,11.45,18.83,30.90
688352,颀中科技,9.88,11.17,2.20,1.70,,33.17,34.10,31.96,31.41,
688167,炬光科技,5.31,9.67,6.77,-17.24,3.74,9.29,7.61,22.60,29.68,25.82
600877,电科芯片,10.89,21.20,21.21,26.13,33.71,23.97,25.00,39.48,35.35,35.03
300493,润欣科技,5.90,7.55,6.04,4.00,2.46,35.70,37.29,30.84,23.32,39.55
300666,江丰电子,11.41,8.77,17.15,9.95,9.98,21.61,49.48,54.03,52.91,57.35
688486,龙迅股份,24.21,35.90,19.23,26.81,35.53,12.10,16.88,15.91,14.40,22.72
688126,沪硅产业,2.29,1.47,1.14,-2.06,--,23.24,35.45,34.20,48.06,47.31
300053,航宇微,-20.54,1.40,3.63,-7.60,3.27,20.96,21.28,22.89,25.86,21.85
301095,广立微,9.22,19.70,49.96,41.44,-55.85,9.30,15.92,11.28,33.53,61.49
688728,格科微,5.68,27.66,40.86,39.50,75.83,56.50,43.25,52.43,91.01,46.07
300782,卓胜微,13.12,33.72,49.37,44.62,41.32,8.61,9.63,14.18,11.73,12.75
300812,易天股份,5.24,8.81,7.88,29.64,33.32,45.24,43.45,40.46,34.67,57.24
688130,晶华微,2.91,31.14,122.67,44.96,39.72,2.69,5.36,10.65,52.14,61.43
300042,朗科科技,5.43,6.31,6.84,7.36,6.91,12.82,11.02,9.81,7.46,4.38
301297,富乐德,12.86,14.75,18.25,16.82,15.55,21.76,29.45,19.40,41.90,34.08
688216,气派科技,-6.15,17.30,15.83,7.38,3.84,50.24,45.72,47.64,44.54,39.77
688252,天德钰,11.34,47.20,39.90,10.27,10.10,12.08,20.48,19.48,73.84,43.82
688286,敏芯股份,-5.18,1.15,7.55,27.68,52.18,11.81,5.01,5.06,15.28,18.38
688135,利扬芯片,3.04,10.49,10.01,15.56,4.56,35.84,16.61,10.60,21.81,12.47
688045,必易微,3.87,72.88,26.53,33.82,51.73,7.61,19.91,30.44,41.46,47.63
300139,晓程科技,-8.32,7.93,-9.83,-7.28,0.38,11.72,11.99,13.90,18.32,21.70
688233,神工股份,10.84,16.80,9.74,22.16,41.76,8.30,5.10,10.14,6.22,7.37
688661,和林微纳,5.19,23.27,46.65,14.73,44.92,6.14,17.87,29.41,35.50,32.03
688173,希荻微,-0.92,5.78,-61.63,-38.60,-19.51,7.84,24.58,18.58,30.80,45.62
688048,长光华芯,4.65,20.03,7.58,-47.71,-13.40,7.42,35.19,31.29,49.06,59.36
300223,北京君正,7.33,10.63,1.48,4.95,1.19,9.36,8.93,8.33,5.66,4.68
688262,国芯科技,2.73,13.86,10.20,7.57,0.99,7.47,5.83,17.84,14.21,13.10
688593,新相微,18.21,42.70,77.01,-60.87,,11.50,14.89,70.74,85.63,
301369,联动科技,16.56,30.05,21.06,16.34,36.38,6.89,21.07,17.20,16.34,50.08
605588,冠石科技,8.43,17.07,27.53,40.25,25.46,26.52,25.27,55.78,51.32,42.71
688279,峰岹科技,8.73,38.22,33.17,62.62,42.61,4.97,19.23,12.34,30.60,39.33
300604,长川科技,22.79,15.89,8.11,1.72,8.21,39.19,30.00,31.75,24.57,30.64
688515,裕太微-U,-0.14,-0.36,-75.35,-66.13,,42.95,49.85,65.78,11.25,
688110,东芯股份,4.74,29.49,4.17,-20.26,-13.03,4.78,5.10,16.00,27.26,41.29
603005,晶方科技,5.85,15.92,17.62,5.61,3.89,12.36,11.58,9.89,13.97,17.11
688072,拓荆科技,13.13,5.92,-1.11,-2.83,-13.86,49.30,52.60,38.12,24.19,25.07
688416,恒烁股份,2.42,44.56,19.56,-7.06,-14.02,6.41,21.39,21.46,35.21,46.93
688535,华海诚科,11.43,36.05,27.53,4.93,3.49,25.09,30.77,65.71,65.58,66.98
688261,东微半导,11.22,29.84,12.66,5.87,9.46,3.14,9.99,4.28,7.25,7.03
688521,芯原股份,2.62,0.50,-1.60,-5.47,-31.74,34.32,29.47,17.80,35.85,85.41
2077,大港股份,1.55,4.47,3.43,-15.61,-15.94,22.17,24.12,31.35,48.43,54.04
300831,派瑞股份,6.63,6.82,4.42,14.18,15.27,10.00,8.69,6.42,24.17,32.85
688385,复旦微电,28.48,20.77,7.15,-8.73,6.27,15.67,19.16,21.15,21.15,17.18
301308,江波龙,1.35,25.89,8.30,5.12,-3.37,25.94,28.95,31.49,22.92,25.67
300706,阿石创,1.91,3.22,1.33,3.36,6.62,46.43,36.57,49.53,37.86,30.06
688362,甬矽电子,9.00,33.64,9.60,-20.63,-30.71,64.60,70.36,88.91,78.53,63.93
688498,源杰科技,14.99,16.87,22.91,7.55,11.00,8.42,16.61,7.65,17.22,17.42
688525,佰维存储,3.83,8.58,3.15,5.94,-50.23,45.10,35.24,37.87,43.94,67.97
301050,雷电微力,12.62,19.00,27.14,27.64,-12.78,39.71,28.09,44.04,37.20,34.28
688061,灿瑞科技,16.12,33.48,18.35,14.64,-4.29,5.37,29.95,37.44,40.20,22.94
603061,金海通,30.49,44.00,33.30,5.96,25.25,28.68,30.33,28.82,32.07,28.74
603601,再升科技,7.39,13.14,21.59,12.48,12.65,34.54,30.71,30.78,40.15,41.10
601865,福莱特,16.00,20.00,29.00,17.00,12.00,56.67,41.19,41.02,51.95,47.24
301188,力诺特玻,8.38,18.60,17.93,19.88,18.41,12.73,12.80,22.31,33.35,39.26
300093,金刚光伏,-158.65,-49.35,-22.97,-13.00,1.75,97.16,83.65,48.78,50.57,48.52
600876,凯盛新能,10.13,10.59,24.32,4.24,1.22,56.33,53.11,68.13,73.02,70.13
2080,中材科技,23.14,25.29,16.50,12.16,9.25,51.92,58.51,59.62,56.36,54.26
900918,耀皮Ｂ股,0.44,3.07,5.29,6.54,2.98,43.44,37.97,37.28,43.43,49.32
835179,凯德石英,8.83,11.37,15.01,19.29,15.15,19.07,11.64,7.14,13.25,12.30
605006,山东玻纤,20.40,26.58,11.71,11.39,14.98,43.73,53.60,60.72,66.73,67.93
2163,海南发展,-11.85,12.12,20.30,7.29,4.83,75.84,80.99,82.14,80.93,79.51
12,南 玻Ａ,16.78,14.11,7.91,5.77,5.16,48.36,40.49,40.64,45.80,50.56
2613,北玻股份,2.25,3.62,0.90,1.78,2.55,27.65,35.01,24.14,19.75,20.12
600586,金晶科技,6.52,26.02,7.80,2.42,1.85,52.58,48.65,53.85,56.22,55.69
2201,正威新材,3.57,4.15,3.59,2.96,2.09,56.23,59.24,60.95,58.86,61.26
600660,福耀玻璃,17.65,12.96,12.06,14.11,20.81,42.90,41.29,43.81,44.96,41.46
601636,旗滨集团,10.36,37.92,20.70,17.13,16.54,47.10,35.53,33.48,36.90,41.03
301051,信濠光电,-5.66,10.50,31.79,70.01,55.69,43.21,31.43,50.12,51.95,59.08
603256,宏和科技,3.46,8.28,8.09,8.38,16.80,42.14,37.92,33.41,24.80,16.39
600176,中国巨石,26.52,30.15,14.68,14.34,17.97,40.79,46.33,50.06,52.15,51.99
300196,长海股份,21.13,17.75,9.68,11.27,10.77,23.77,25.69,23.65,14.25,19.44
200012,南 玻Ｂ,16.78,14.11,7.91,5.77,5.16,48.36,40.49,40.64,45.80,50.56
600819,耀皮玻璃,0.44,3.07,5.29,6.54,2.98,43.44,37.97,37.28,43.43,49.32
603021,山东华鹏,-46.73,-33.60,3.95,-7.58,1.45,77.91,68.18,59.69,57.75,53.18
300065,海兰信,-39.65,2.97,3.66,4.97,2.28,25.58,32.81,43.96,19.87,21.51
601989,中国重工,-2.68,0.26,-0.56,0.58,0.82,55.49,52.21,50.03,52.75,55.12
600072,中船科技,2.76,2.03,3.69,3.62,1.78,42.24,45.44,53.03,56.53,59.97
601890,亚星锚链,4.66,3.91,2.88,3.05,-0.50,27.32,21.67,21.84,20.76,20.61
300008,天海防务,8.06,1.56,5.96,-60.44,-110.55,52.59,31.72,19.15,80.08,67.98
300123,亚光科技,-36.49,-26.63,0.71,5.76,3.27,57.37,45.93,35.65,33.67,34.79
600150,中国船舶,0.37,0.47,0.71,7.20,4.80,69.08,66.89,65.36,64.33,54.45
600685,中船防务,4.65,0.53,30.74,5.49,-17.23,59.66,57.82,54.92,70.27,69.76
300600,国瑞科技,-0.05,-26.38,5.81,7.60,11.13,28.47,31.94,35.77,44.87,15.08
600482,中国动力,0.82,1.58,1.60,3.66,5.23,46.83,41.37,37.78,34.71,45.92
300589,江龙船艇,1.75,9.75,9.86,9.73,9.61,49.10,46.23,62.40,55.27,63.32
603727,博迈科,2.02,6.19,5.78,1.46,0.30,35.39,36.85,42.43,26.02,13.92
603505,金石资源,17.24,20.57,23.64,24.26,17.56,48.13,38.53,43.80,44.55,44.20
600583,海油工程,6.30,1.64,1.61,0.12,0.35,39.77,34.33,31.90,28.83,24.03
600339,中油工程,2.87,1.86,3.55,3.38,4.16,76.18,76.19,76.78,74.43,74.91
600871,石化油服,6.54,2.64,1.16,14.66,2.86,89.57,89.29,89.00,89.10,90.51
300084,海默科技,1.35,-22.87,-37.55,1.84,3.61,49.69,48.95,46.31,38.78,38.86
2683,广东宏大,9.73,8.83,10.90,8.22,6.68,53.51,51.75,44.03,51.95,47.81
2554,惠博普,6.62,3.95,-10.52,4.94,-26.11,49.10,37.85,44.34,55.78,55.20
2828,贝肯能源,-39.62,2.19,2.56,4.33,4.96,69.47,63.23,62.38,59.53,47.38
605086,龙高股份,9.51,9.62,14.02,17.73,19.95,7.08,7.30,11.43,15.09,31.80
2207,准油股份,-7.43,5.06,-8.92,111.75,-183.95,65.19,54.39,64.39,84.77,95.31
300191,潜能恒信,3.29,2.82,0.87,2.19,2.48,36.38,22.92,21.96,31.80,9.90
601808,中海油服,6.09,0.82,7.20,7.03,0.21,48.31,47.87,49.06,51.50,53.57
603619,中曼石油,22.94,3.79,-22.85,0.73,1.23,67.88,66.25,62.26,56.41,45.04
300164,通源石油,2.10,1.57,-72.64,2.57,6.20,36.20,42.19,43.78,36.57,37.22
603979,金诚信,10.69,9.45,8.34,7.44,7.36,45.09,38.35,40.33,33.64,35.07
600968,海油发展,11.09,6.30,8.01,7.71,8.03,43.35,41.09,38.07,36.05,49.82
300157,恒泰艾普,-89.39,-127.39,-75.70,-44.70,0.80,84.75,87.41,62.99,43.22,35.04
2629,仁智股份,78.24,-126.94,-34.18,76.08,-186.01,84.57,98.11,91.37,85.99,92.31
600318,新力金融,-12.87,-27.05,-0.64,2.77,5.98,49.39,50.92,52.64,53.64,59.58
600643,爱建集团,3.90,9.64,12.09,12.95,12.84,53.02,54.21,56.70,59.68,62.96
1236,弘业期货,0.71,4.84,4.09,1.31,4.91,82.47,79.19,74.06,64.55,61.66
987,越秀资本,9.66,10.22,22.27,7.08,3.31,77.41,76.84,74.75,79.63,79.63
600927,永安期货,5.71,15.48,15.49,15.37,14.92,82.48,82.17,82.82,81.35,79.71
2423,中粮资本,3.26,7.77,6.26,4.08,2.87,78.83,75.78,72.93,67.99,64.19
600705,中航产融,4.02,10.17,10.79,10.79,12.90,86.06,84.70,83.37,85.90,86.19
600901,江苏金租,15.89,15.36,15.15,13.82,12.68,85.35,85.35,83.99,82.45,81.34
563,陕国投Ａ,6.71,6.09,6.02,5.46,3.56,28.87,28.95,28.59,25.15,15.18
600390,五矿资本,5.40,7.81,10.28,8.12,7.01,61.82,61.10,58.49,69.97,70.14
666,经纬纺机,4.71,6.42,4.58,5.72,9.48,37.18,43.89,38.47,38.18,46.75
600120,浙江东方,6.84,4.88,7.25,7.80,7.31,52.23,52.25,46.05,44.49,46.53
600053,九鼎投资,6.20,2.29,3.27,33.43,4.86,14.24,16.24,18.75,31.10,48.42
617,中油资本,5.23,6.11,9.09,9.75,9.90,82.84,82.99,82.75,83.55,84.03
46,*ST泛海,-6490.59,-101.29,-24.10,5.28,4.64,99.15,87.51,80.67,81.38,86.60
415,渤海租赁,-7.45,-4.67,-23.73,5.01,6.80,83.59,83.93,83.39,79.45,80.72
2961,瑞达期货,12.09,23.40,13.63,8.14,8.55,83.73,86.14,82.51,73.26,68.42
567,海德股份,14.22,8.43,2.98,2.64,3.83,34.66,28.74,28.43,29.74,18.01
600830,香溢融通,0.42,0.80,-1.06,1.26,1.49,23.66,23.01,10.14,8.24,22.57
603093,南华期货,7.75,8.59,3.83,3.63,6.26,90.27,89.84,88.90,82.63,81.75
600816,ST建元,--,-345.82,-158.10,-41.55,-13.54,94.78,94.36,91.97,59.90,59.66
600599,ST熊猫,12.17,10.89,7.66,-7.95,-7.95,20.48,23.62,20.54,23.04,28.70
416,*ST民控,-3.27,1.52,3.94,3.25,2.30,2.97,3.40,4.91,2.66,2.21
2647,仁东控股,-53.76,-13.88,-60.06,-2.66,5.99,95.01,89.44,87.72,73.07,80.00
688005,容百科技,21.94,18.41,4.85,2.41,8.51,66.67,63.04,26.81,26.18,26.55
301152,天力锂能,9.45,10.93,7.97,14.94,9.53,32.57,55.97,51.25,38.66,43.75
300450,先导智能,22.55,21.03,16.57,20.86,23.95,66.20,60.55,55.66,54.98,59.14
688772,珠海冠宇,1.44,23.24,28.16,23.03,20.83,66.34,61.45,62.18,58.45,67.88
2245,蔚蓝锂芯,7.65,21.04,12.35,5.31,8.79,36.46,55.37,52.70,57.46,45.80
300014,亿纬锂能,17.46,18.11,18.97,25.49,17.07,60.35,54.22,35.13,52.67,63.10
300073,当升科技,21.61,23.22,11.97,-6.62,11.17,46.69,34.78,35.86,25.40,24.94
300919,中伟股份,14.02,19.89,17.97,16.00,18.81,62.24,62.33,61.10,65.70,88.00
300068,南都电源,6.71,-25.79,-4.50,5.83,3.96,68.53,70.09,59.66,51.90,51.47
2812,恩捷股份,25.39,21.85,17.15,20.36,16.48,51.18,44.35,43.63,59.97,47.13
300568,星源材质,11.82,8.42,4.32,7.36,15.61,37.36,42.47,48.62,53.55,56.83
300750,宁德时代,24.67,21.52,11.27,12.78,11.75,70.56,69.90,55.82,58.37,52.36
300207,欣旺达,6.96,11.05,12.73,13.38,14.58,64.69,67.75,76.70,74.59,71.12
688388,嘉元科技,12.10,17.88,7.31,22.21,28.68,31.42,40.45,10.56,4.15,30.59
2074,国轩高科,1.66,0.62,1.54,0.60,6.86,66.27,55.58,60.21,64.02,58.47
688345,博力威,9.29,15.96,33.00,25.52,30.08,52.93,48.47,59.23,57.20,63.41
603659,璞泰来,26.00,18.07,15.92,20.77,22.39,60.87,50.26,38.46,55.18,53.14
835185,贝特瑞,26.89,20.98,9.82,17.78,15.39,63.69,51.86,39.93,48.11,52.10
688063,派能科技,34.97,11.10,47.16,41.11,18.67,46.72,30.38,14.94,44.23,49.69
300340,科恒股份,-98.34,1.99,-69.26,2.11,3.74,94.49,84.04,72.68,56.51,60.33
688148,芳源股份,0.34,6.23,6.58,12.59,6.96,63.94,53.44,35.79,33.19,48.42
301210,金杨股份,17.43,31.05,22.17,-10.12,19.93,47.80,51.77,51.81,60.61,57.64
